"No.","Time","Source","Destination","Protocol","Length","Info"
"289679","21.897930490","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289685","21.898067897","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289692","21.898989083","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289693","21.898998855","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289694","21.899004150","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289695","21.899008799","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289705","21.899381419","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289706","21.899390300","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289716","21.900549185","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289734","21.901120286","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289747","21.901802905","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"289749","21.902353773","127.0.0.1","127.0.0.1","OpenFlow","108","Type: OFPT_PACKET_OUT"
"289824","21.907890734","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"289828","21.907965989","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"289829","21.907972674","127.0.0.1","127.0.0.1","OpenFlow","208","Type: OFPT_PACKET_IN"
"289830","21.907978166","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"289843","21.911442263","127.0.0.1","127.0.0.1","OpenFlow","220","Type: OFPT_PACKET_IN"
"289858","21.913027451","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"289862","21.913106337","127.0.0.1","127.0.0.1","OpenFlow","217","Type: OFPT_PACKET_IN"
"289897","21.920982552","127.0.0.1","127.0.0.1","OpenFlow","497","Type: OFPT_PACKET_IN"
